URL (For Author or Uniform title) or URI,LC #,VIAF URI,LC NAME/TITLE or VIAF AUTHOR NAME,Location,Century/Dates Active,Begin Date/Birth Year,End Date/Death Year,OLD AUTHOR NAME,LS AUTHOR NAME,PHI AUTHOR NAME,OLD AUTHOR NAME ABBREVIATION,LS AUTHOR NAME ABBREVIATION,A&G AUTHOR NAME ABBREVIATION,WORK TITLE,DATE OF WORK,OLD ABBREVIATED TITLE,LS ABBREVIATED TITLE,A&G ABBREVIATED TITLE,OLD/PHI STANDARD EDITION,WE OWN?,TLL Standard Edition,WE OWN?,LS STANDARD EDITION,WE OWN?,PHI#,STOA#,PERSEUS HAS THIS WORK,Other identifier,Related Work ID,NOTE,URL
https://viaf.org/viaf/109786483/,n80-128611,109786483,"Ausonius, Decimus Magnus","Bordeaux, France/Rome, Italy",400 CE,310 CE,395 CE,none,D. Magnus Ausonius,none,none,Aus. / Auson.,none,De Membris,388 CE-390 CE,none,Aus. Idyll. ap. Monos. Membr,none,none,n.a.,Peiper 1886,yes,Tollius?; Valpy (Edition Bipontina),no-need to obtain,none,none,yes,,stoa0045-stoa028,Part of Technopaegnion ,
https://viaf.org/viaf/109786483/,n80-128611,109786483,"Ausonius, Decimus Magnus","Bordeaux, France/Rome, Italy",400 CE,310 CE,395 CE,none,D. Magnus Ausonius,none,none,Aus. / Auson.,none,Grammaticomastix,388 CE-390 CE,none,Aus. Idyll. Grammat. / Aus. Idyll. in Grammaticom.,none,none,n.a.,Peiper 1886,yes,Tollius?; Valpy (Edition Bipontina),no-need to obtain,none,none,yes,,stoa0045-stoa028,Part of Technopaegnion ,
https://viaf.org/viaf/109786483/,n80-128611,109786483,"Ausonius, Decimus Magnus","Bordeaux, France/Rome, Italy",400 CE,310 CE,395 CE,none,D. Magnus Ausonius,Anonymi Epici et Lyrici,none,Aus. / Auson.,none,Septem Sapientum Sententiae,,none,Aus. Sept. Sap. / Aus. Sept. Sap. De Solon / Aus. Sept. Sap. de Cleob. / Aus. Sept. Sap. De Thal.,none,none,n.a.,Peiper 1886,yes,Tollius?; Valpy (Edition Bipontina),no-need to obtain,9500.27,none,yes,,,"The texts I have used this PHI for does not match the short PHI snippet that matches the ID, but it has been used consistently",
https://viaf.org/viaf/109786483/,n80-128611,109786483,"Ausonius, Decimus Magnus","Bordeaux, France/Rome, Italy",400 CE,310 CE,395 CE,none,D. Magnus Ausonius,none,none,Aus. / Auson.,none,De Rosis Nascentibus (Edyll XIIII),,none,Aus. Idyll. 14,none,none,n.a.,Peiper 1886,yes,Tollius?; Valpy (Edition Bipontina),no-need to obtain,none,none,yes,,692.14,,
https://viaf.org/viaf/109786483/,n80-128611,109786483,"Ausonius, Decimus Magnus","Bordeaux, France/Rome, Italy",400 CE,310 CE,395 CE,none,D. Magnus Ausonius,none,none,Aus. / Auson.,none,Nomina Musarum (Edyll XX),,none,Aus. Idyll. 20,none,none,n.a.,Peiper 1886,yes,Tollius?; Valpy (Edition Bipontina),no-need to obtain,none,stoa0045-stoa029,yes,,,Part of Carmina Varia,
https://viaf.org/viaf/109786483/,n80-128611,109786483,"Ausonius, Decimus Magnus","Bordeaux, France/Rome, Italy",400 CE,310 CE,395 CE,none,D. Magnus Ausonius,none,none,Aus. / Auson.,none,Italorum S. XV Epigrammata,,none,none,none,none,n.a.,Peiper 1886,yes,Tollius?; Valpy (Edition Bipontina),no-need to obtain,none,stoa0045-stoa030,yes,,,,
https://viaf.org/viaf/249972350/,none,249972350,Auspicius Tullensis 475,,500 CE,,,none,Auspicius Tullensis Episcopus,none,none,none,none,Epistola Ad Arbogastem Comitem Trevirorum,,none,none,none,none,n.a.,Migne 60,yes,none,n.a.,none,stoa0045c-stoa001,yes,,,,
https://viaf.org/viaf/84482177/,none,84482177,"Aubert, Saint, Bishop of Arras-Cambrai, -674 or 675",,,,,none,Autbertus Cameracensis Episcopus,none,none,none,none,Charta De Monasterio Wallerensi,,none,none,none,none,n.a.,Migne 80,yes,none,none,none,stoa0045d-stoa001,yes,,,,
none,none,,none,,,,,none,none,none,none,none,none,Avellana Collectio,,none,none,none,none,n.a.,"Gunter, Corp. Vind. XXXV",yes,none,n.a.,none,stoa0045a-stoa001,no,,,,
https://viaf.org/viaf/19688718/,n 81027798,19688718,"Averroës, 1126-1198",,1200 CE,1126 CE,1198 CE,none,none,none,none,none,none,Commentaria ,,none,none,none,none,n.a,none,n.a.,none,n.a.,none,stoa0045b-stoa001,no,,,,
https://viaf.org/viaf/264572487/,n81-7446,264572487,Avianus,,500 CE,,,none,R. Festus Avienus (seems to be conflated),none,none,Avien.,none,Fabulae,,none,Avien. Fab.,none,none,n.a.,PLM Vol 5,yes,Lachm.,no-need to obtain,none,stoa0046-stoa001,yes,,,,
https://viaf.org/viaf/264572487/,n81-7446,264572487,Avianus,,500 CE,,,none,none,none,none,none,none,Apologi,,none,none,none,none,n.a.,Frohner 1862,no,none,n.a,none,stoa0046-stoa002,no,,,,
https://viaf.org/viaf/89770781,,89770781,"Avicenna, 980-1037",,,980 CE,1037 CE,none,none,none,none,none,none,Opera Philosophica,,none,none,none,none,none,none,n.a.,none,n.a.,none,"stoa0046a-stoa001
",no,,,,
https://viaf.org/viaf/313404554/,n82-144559,313404554,"Avienus, Rufius Festus","Bolsena, Italy",400 CE,301 CE,399 CE,none,R. Festus Avienus,none,none,Avien.,none,Carmen ad Flavianum,,none,Avien. Carm.,none,none,n.a.,Holder 1887,yes,Wernsdorf-Lemaire ,no-need to obtain,none,stoa0047-stoa001,no,,,,
https://viaf.org/viaf/313404554/,n82-144559,313404554,"Avienus, Rufius Festus","Bolsena, Italy",400 CE,301 CE,399 CE,none,R. Festus Avienus,none,none,Avien.,none,Carmen ad Nortiam,,none,Avien. Carm.,none,none,n.a.,Holder 1887,yes,Wernsdorf-Lemaire ,no-need to obtain,none,stoa0047-stoa002,yes,,,,
https://viaf.org/viaf/313404554/,n82-144559,313404554,"Avienus, Rufius Festus","Bolsena, Italy",400 CE,301 CE,399 CE,none,R. Festus Avienus,none,none,Avien.,none,Descriptio Orbis Terrae (Periegesis),,none,Avien. Descr. Orb. / Avien. Orb. Terr. / Avien. Descr. Orbis. / Avien. Perieg. / Avien. Per.,none,none,n.a.,Holder 1887,yes,Wernsdorf-Lemaire ,no-need to obtain,none,stoa0047-stoa004,yes,,,"Only Specific edition listed is PLM-Wernsdorf, (Avien. Descr. Orb. Terr. 1080; cf. Wernsdorf poet. Lat. Min. V. p. 1103-- (or P.L.M. Wernsdorf, Vol 5, in Avienus)",https://books.google.com/books?id=mGEXAAAAYAAJ
https://viaf.org/viaf/313404554/,n82-144559,313404554,"Avienus, Rufius Festus","Bolsena, Italy",400 CE,301 CE,399 CE,none,R. Festus Avienus,none,none,Avien.,none,Ora Maritima,,none,Avien. Or. Mar. / Avien. Marit.,none,none,n.a.,Holder 1887,yes,Wernsdorf-Lemaire ,no-need to obtain,none,stoa0047-stoa003,yes,,,,
https://viaf.org/viaf/313404554/,n82-144559,313404554,"Avienus, Rufius Festus","Bolsena, Italy",400 CE,301 CE,399 CE,none,R. Festus Avienus,none,none,Avien.,none,Aratea,,none,Avien. Ar. /Avien.Arat. / Avien. Phaen. Arat. / Avien. Progn. Arat. / Avien. Phaen. / Avien. Prognost.  / Avien. Progn.,none,none,n.a.,Holder 1887,yes,Wernsdorf-Lemaire ,no-need to obtain,none,stoa0047-stoa005,yes,,,Created a STOA identifer for this work,
https://viaf.org/viaf/67961/,n85-289308,67961,"Avitus, Saint, Bishop of Vienne ","Vienne, France",500 CE-600 CE,450 CE-455 CE,518 CE,none,Alcimus Avitus,none,none,Alcim. (Alcim. Avit.),none,Carmina / Poematum De Mosaicae Historiae Gestis. ,,none,Alcim. Carm. ,none,none,n.a.,Peiper 1883,yes,Migne (Patrologia Latina),no-need to obtain,none,stoa0047a-stoa001,yes,,,Created a STOA identifier for this author/work,
https://viaf.org/viaf/67961/,n85-289308,67961,"Avitus, Saint, Bishop of Vienne ","Vienne, France",500 CE-600 CE,450 CE-455 CE,518 CE,none,Alcimus Avitus,none,none,Alcim. (Alcim. Avit.),none,Collatio Episcoporum Coram Rege Gundebaldo Adversos Arianos,,none,none,none,none,n.a.,none,n.a.,Migne 59,yes,none,stoa0047a-stoa002,yes,,,,
https://viaf.org/viaf/67961/,n85-289308,67961,"Avitus, Saint, Bishop of Vienne ","Vienne, France",500 CE-600 CE,450 CE-455 CE,518 CE,none,Alcimus Avitus,none,none,Alcim. (Alcim. Avit.),none,De Divinitate Spiritus Sancti [Fragmenta],,none,none,none,none,n.a.,none,n.a.,Migne 59,yes,none,stoa0047a-stoa003,yes,,,,
https://viaf.org/viaf/67961/,n85-289308,67961,"Avitus, Saint, Bishop of Vienne ","Vienne, France",500 CE-600 CE,450 CE-455 CE,518 CE,none,Alcimus Avitus,none,none,Alcim. (Alcim. Avit.),none,Epistulae,,none,Alcim. Ep. / Alcim. Avit. ad Sor?,none,none,n.a.,Peiper 1883,yes,Migne (Patrologia Latina),no-need to obtain,none,stoa0047a-stoa004,yes,,,Created a STOA identifier for this author/work,
https://viaf.org/viaf/67961/,n85-289308,67961,"Avitus, Saint, Bishop of Vienne ","Vienne, France",500 CE-600 CE,450 CE-455 CE,518 CE,none,Alcimus Avitus,none,none,Alcim. (Alcim. Avit.),none,Epistolae Quatuor,,none,none,none,none,n.a.,none,n.a.,Migne 59,yes,none,stoa0047a-stoa004a,yes,,,,
https://viaf.org/viaf/67961/,n85-289308,67961,"Avitus, Saint, Bishop of Vienne ","Vienne, France",500 CE-600 CE,450 CE-455 CE,518 CE,none,Alcimus Avitus,none,none,Alcim. (Alcim. Avit.),none,Feria Tertia In Rogationibus,,none,none,none,none,n.a.,none,n.a.,Migne 59,yes,none,stoa0047a-stoa005,yes,,,,
https://viaf.org/viaf/67961/,n85-289308,67961,"Avitus, Saint, Bishop of Vienne ","Vienne, France",500 CE-600 CE,450 CE-455 CE,518 CE,none,Alcimus Avitus,none,none,Alcim. (Alcim. Avit.),none,Fragmenta Alia [Ex Gregorii Turonensis Libro II],,none,none,none,none,n.a.,none,n.a.,Migne 59,yes,none,stoa0047a-stoa006,yes,,,,
https://viaf.org/viaf/67961/,n85-289308,67961,"Avitus, Saint, Bishop of Vienne ","Vienne, France",500 CE-600 CE,450 CE-455 CE,518 CE,none,Alcimus Avitus,none,none,Alcim. (Alcim. Avit.),none,Homilia de Rogationibus,,none,Alcim. Avit. Homil. / Alcim. Homil. ,none,none,n.a.,Peiper 1883,yes,Migne (Patrologia Latina),no-need to obtain,none,stoa0047a-stoa007,yes,,,Created a STOA identifier for this author/work,
https://viaf.org/viaf/67961/,n85-289308,67961,"Avitus, Saint, Bishop of Vienne ","Vienne, France",500 CE-600 CE,450 CE-455 CE,518 CE,none,Alcimus Avitus,none,none,Alcim. (Alcim. Avit.),none,Sententiae ex Epistola Beati Pauli,,none,Alcim. Sent.,none,none,n.a.,Peiper 1883,yes,Migne (Patrologia Latina),no-need to obtain,none,stoa0047a-stoa008,yes,,,Created a STOA identifier for this author/work,
https://viaf.org/viaf/67961/,n85-289308,67961,"Avitus, Saint, Bishop of Vienne ","Vienne, France",500 CE-600 CE,450 CE-455 CE,518 CE,none,Alcimus Avitus,none,none,Alcim. (Alcim. Avit.),none,Sententia Ad Corinthios Primae,,none,none,none,none,n.a.,none,n.a.,Migne 59,yes,none,stoa0047a-stoa009,yes,,,,
https://viaf.org/viaf/67961/,n85-289308,67961,"Avitus, Saint, Bishop of Vienne ","Vienne, France",500 CE-600 CE,450 CE-455 CE,518 CE,none,Alcimus Avitus,none,none,Alcim. (Alcim. Avit.),none,Sententia Ad Corinthios Secundae,,none,none,none,none,n.a.,none,n.a.,Migne 59,yes,none,stoa0047a-stoa010,yes,,,,
https://viaf.org/viaf/67961/,n85-289308,67961,"Avitus, Saint, Bishop of Vienne ","Vienne, France",500 CE-600 CE,450 CE-455 CE,518 CE,none,Alcimus Avitus,none,none,Alcim. (Alcim. Avit.),none,Sententia Ad Galatas,,none,none,none,none,n.a.,none,n.a.,Migne 59,yes,none,stoa0047a-stoa011,yes,,,,
https://viaf.org/viaf/67961/,n85-289308,67961,"Avitus, Saint, Bishop of Vienne ","Vienne, France",500 CE-600 CE,450 CE-455 CE,518 CE,none,Alcimus Avitus,none,none,Alcim. (Alcim. Avit.),none,Sententia Ad Ephesios,,none,none,none,none,n.a.,none,n.a.,Migne 59,yes,none,stoa0047a-stoa012,yes,,,,
https://viaf.org/viaf/67961/,n85-289308,67961,"Avitus, Saint, Bishop of Vienne ","Vienne, France",500 CE-600 CE,450 CE-455 CE,518 CE,none,Alcimus Avitus,none,none,Alcim. (Alcim. Avit.),none,Sententia Ad Philippenses,,none,none,none,none,n.a.,none,n.a.,Migne 59,yes,none,stoa0047a-stoa013,yes,,,,
https://viaf.org/viaf/67961/,n85-289308,67961,"Avitus, Saint, Bishop of Vienne ","Vienne, France",500 CE-600 CE,450 CE-455 CE,518 CE,none,Alcimus Avitus,none,none,Alcim. (Alcim. Avit.),none,Sententia Ad Colossenses,,none,none,none,none,n.a.,none,n.a.,Migne 59,yes,none,stoa0047a-stoa014,yes,,,,
https://viaf.org/viaf/67961/,n85-289308,67961,"Avitus, Saint, Bishop of Vienne ","Vienne, France",500 CE-600 CE,450 CE-455 CE,518 CE,none,Alcimus Avitus,none,none,Alcim. (Alcim. Avit.),none,Sententia Ad Thessalonicenses Primae,,none,none,none,none,n.a.,none,n.a.,Migne 59,yes,none,stoa0047a-stoa015,yes,,,,
https://viaf.org/viaf/67961/,n85-289308,67961,"Avitus, Saint, Bishop of Vienne ","Vienne, France",500 CE-600 CE,450 CE-455 CE,518 CE,none,Alcimus Avitus,none,none,Alcim. (Alcim. Avit.),none,Sententia Ad Timotheum Primae,,none,none,none,none,n.a.,none,n.a.,Migne 59,yes,none,stoa0047a-stoa016,yes,,,,
https://viaf.org/viaf/67961/,n85-289308,67961,"Avitus, Saint, Bishop of Vienne ","Vienne, France",500 CE-600 CE,450 CE-455 CE,518 CE,none,Alcimus Avitus,none,none,Alcim. (Alcim. Avit.),none,Sententia Ad Timotheum Secundae,,none,none,none,none,n.a.,none,n.a.,Migne 59,yes,none,stoa0047a-stoa017,yes,,,,
https://viaf.org/viaf/67961/,n85-289308,67961,"Avitus, Saint, Bishop of Vienne ","Vienne, France",500 CE-600 CE,450 CE-455 CE,518 CE,none,Alcimus Avitus,none,none,Alcim. (Alcim. Avit.),none,Sententia Ad Hebraeos,,none,none,none,none,n.a.,none,n.a.,Migne 59,yes,none,stoa0047a-stoa018,yes,,,,
https://viaf.org/viaf/305392563,none,305392563,Avitus Gallonius,,,,,none,none,none,none,none,none,Allocutio Sponsalis,,none,none,none,none,none,none,n.a.,none,n.a.,none,stoa0047b-stoa001,no,,,,
https://viaf.org/viaf/52080947,none,52080947,Avitus Presbyter,,,,,none,none,none,none,none,none,Epistola Ad Palchonium De Reliquiis Sancti Stephani ,,none,none,none,none,none,none,n.a.,MIgne 41,n.a.,none,stoa0047c-stoa001,no,,,Avitus Bracarensis ,
https://viaf.org/viaf/88663747,none,88663747,Bachiarius,Spain,,,,none,none,none,none,none,none,Liber De Reparatione Lapsi,,none,none,none,none,none,none,n.a.,none,n.a.,none,stoa0047d-stoa001,yes,,,,
https://viaf.org/viaf/88663747,none,88663747,Bachiarius,Spain,,,,none,none,none,none,none,none,Professio Fidei,,none,none,none,none,none,Migne 20,n.a.,none,n.a.,none,stoa0047d-stoa002,yes,,,,
https://viaf.org/viaf/31992319,n 79100235,31992319,"Bacon, Francis, 1561-1626",England,1600 CE-1700 CE,1561 CE,1626 CE,none,none,none,none,none,none,Historia Regni Henrici Septimi,,none,none,none,none,none,none,n.a.,none,n.a.,none,stoa0048-stoa001,no,,,,
https://viaf.org/viaf/31992319,n 79100235,31992319,"Bacon, Francis",England,1600 CE-1700 CE,1561 CE,1626 CE,none,none,none,none,none,none,Novum Organum,,none,none,none,none,none,none,n.a.,none,n.a.,none,stoa0048-stoa002,no,,,,
https://viaf.org/viaf/120688673,n50-019200,120688673,"Bacon, Roger 1214?-1294",England,1300 CE,1214 CE,1294 CE,none,none,none,none,none,none,Opus Maior,,none,none,none,none,none,none,n.a.,none,n.a.,none,stoa0048b-stoa001,no,,,,
https://viaf.org/viaf/50295884,none,50295884,"Baebius Macer, Marcus","Rome, Italy",,,,none,none,none,none,none,none,Fragmenta,,none,none,none,none,none,none,n.a.,none,n.a.,none,stoa0048c-stoa001,yes,,,,
none,none,none,Balbillus,,,,,,,,,,,Fragmenta ,,,,,,,,,,,,stoa0048d-stoa001,,,,,
https://viaf.org/viaf/43312394/,n86-2525,43312394,"Balbus, Lucius Cornelius.","Rome, Italy/Cadiz, Spain/Alexandria, Egypt",100 BCE,75 BCE,,L. Cornelius Balbus ,none,none,BALB.,none,none,Epistulae?,,BALB. Att. 9. 13a. 2 ,none,none,Purser OCT 1903,yes,,,none,n.a.,none,none,yes,,474.57,,
https://viaf.org/viaf/43312394/,n86-2525,43312394,"Balbus, Lucius Cornelius.","Rome, Italy/Cadiz, Spain/Alexandria, Egypt",100 BCE,75 BCE,,L. Cornelius Balbus ,none,none,BALB.,none,none,Fragmenta,,none,none,none,none,n.a.,none,na.,none,n.a.,none,stoa0049a-stoa001,yes,,,,
https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0104:entry=herennius-bio-13,none,,none,,,,,none,none,"Balbus, Lucius Herennius",none,none,none,Oratio,,none,none,none,none,n.a.,none,n.a.,none,n.a.,423.1,none,no,,,,
https://viaf.org/viaf/46656236/,nr95-39358,46656236,"Balbus, fl. 81-106","Rome, Italy",100 CE-200 CE,,,Balbus ,Balbus,Balbus,BALB.,none,none,Expositio et Ratio Omnium Formarum,,BALB. grom. p. 108La ,"Balb., Balb. de Limit.",none,"Lachmann, etc. Berlin 1848 (Die Schriften der römischen Feldmesser, Vol 1-2)",no-need to obtain,same as OLD,same as OLD,same as OLD,same as OLD,1227.1,stoa0049-stoa001,no,,,,
https://viaf.org/viaf/46656236/,nr95-39358,46656236,Pseudo-Balbus,"Rome, Italy",100 CE-200 CE,,,Balbus ,Balbus,Balbus,BALB.,none,none,Liber de asse,,none,none,none,none,none,none,n.a.,none,n.a.,none,stoa0049p-stoa001,no,,,,
https://viaf.org/viaf/44692238/,none,44692238,"Balbus, T. Ampius","Rome, Italy",,,,none,none,none,none,none,none,Fragmenta,,none,none,none,none,none,n.a.,none,n.a.,none,n.a.,stoa0049b-stoa001,no,,,,
https://viaf.org/viaf/36914132/,n83-020071,36914132,"Balde, Jakob",,1600 CE-1700 CE,1604 CE,1668 CE,none,none,none,none,none,none,Lyricorum,,none,none,none,none,none,n.a.,none,n.a.,none,n.a.,stoa0049c-stoa001,no,,,,
https://viaf.org/viaf/219444609,none,219444609,Baldo,,,,,none,none,none,none,none,none,Novus Aesopus,,none,none,none,none,none,n.a.,none,n.a.,none,n.a.,stoa0050-stoa001,no,,,,
https://viaf.org/viaf/27059664,n8599826,27059664,"Baptista, Mantuanus, 1448-1516",,1500 CE-1600 CE,1448 CE,1516 CE,none,none,none,none,none,none,Eclogue,,none,none,none,none,none,n.a.,none,n.a.,none,n.a.,stoa0050a-stoa001,no,,,,
https://viaf.org/viaf/30425,n5006-7721,30425,"Barclay, John, 1582-1621","  Pont-à-Mousson, France/Rome, Italy",,1582 CE,1621 CE,none,none,none,none,none,none,Argenis,,none,none,none,none,none,n.a.,none,n.a.,none,n.a.,stoa0051-stoa001,no,,,,
https://viaf.org/viaf/281779527/,,281779527,"Bartolomaeus Lochiensis (Barthélemy, Nicolas, 1478-approximately 1535
)               ",,,1478 CE,1535 CE,none,none,none,none,none,none,Christus Xilonicus,,none,none,none,none,none,n.a.,none,n.a.,none,n.a.,stoa0052-stoa001,no,,,,
n.a.,n.a.,,n.a.,,,,,see BALB.(1)/OPP.1,none,none,BALB. OPP.,none,none,?,,BALB. OPP. Att. 9. 7a. 2 ,none,none,Purser OCT 1903,yes,,,none,n.a.,none,none,uncertain,,474.57,,
https://viaf.org/viaf/12196280/,nr95-16321,12196280,Gavius Bassus,,,,,Gauius Bassus ,none,Gavius Bassus,BAS.  ,Gav. Bas.,none,De Origine Vocabulorum; frr.,,BAS. gram. 10 ,none,none,Funaioli T 1907 (Grammaticae Romanae Fragmenta),yes-Google has scanned,,,none,n.a.,413.1,none,yes,,,,
https://viaf.org/viaf/73701279/,nr90-2081,73701279,"Caesius Bassus, 1st cent","Rome, Italy",100 CE,30 CE,80 CE,Caesius Bassus ,none,C. Caesius Bassus,BAS.  ,none,none,Carmina,,BAS. poet. 10 ,none,none,Morel T 1927 (Fragmenta Poetarum Latinorum),no-not in public domain,"FPR, Baehrens (Teubner 1886)",yes,none,yes,812.1,none,yes,,,,
https://viaf.org/viaf/73701279/,nr90-2081,73701279,"Caesius Bassus, 1st cent","Rome, Italy",100 CE,30 CE,80 CE,Caesius Bassus ,none,C. Caesius Bassus,BAS.  ,none,none,De Metris Fragmentum,,none,none,none,Funaioli T 1907 (Grammaticae Romanae Fragmenta),yes,same as OLD,yes," Keil (Grammatici Latini), Putschius (Grammaticae Latinae-1605)",yes,812.2,stoa0071-stoa001,yes,,,,
https://viaf.org/viaf/73701279/,nr90-2081,73701279,"Caesius Bassus, 1st cent","Rome, Italy",100 CE,30 CE,80 CE,Caesius Bassus ,none,C. Caesius Bassus,BAS.  ,none,none,De Metris Horatii [sp.],,none,none,none,n.a.,n.a.,Keil (Grammatici Latini),yes," Keil (Grammatici Latini), Putschius (Grammaticae Latinae-1605)",yes,812.3,none,yes,,,,
https://viaf.org/viaf/73701279/,nr90-2081,73701279,"Caesius Bassus, 1st cent","Rome, Italy",100 CE,30 CE,80 CE,Caesius Bassus ,none,C. Caesius Bassus,BAS.  ,none,none,Breviatio Pedum [sp.],,none,none,none,n.a.,n.a.,Keil (Grammatici Latini),yes," Keil (Grammatici Latini), Putschius (Grammaticae Latinae-1605)",yes,812.4,none,yes,,,,
https://viaf.org/viaf/73701279/,nr90-2081,73701279,"Caesius Bassus, 1st cent","Rome, Italy",100 CE,30 CE,80 CE,Caesius Bassus ,none,C. Caesius Bassus,BAS.  ,none,none,De Compositionibus [sp.],,none,none,none,n.a.,na..a,Keil (Grammatici Latini),yes," Keil (Grammatici Latini), Putschius (Grammaticae Latinae-1605)",yes,812.5,none,yes,,,,
https://viaf.org/viaf/73701279/,nr90-2081,73701279,"Caesius Bassus, 1st cent","Rome, Italy",100 CE,30 CE,80 CE,Caesius Bassus ,none,C. Caesius Bassus,BAS.  ,none,none,Genera Versuum (sp. ),,none,none,none,n.a.,n.a.,Keil (Grammatici Latini),yes," Keil (Grammatici Latini), Putschius (Grammaticae Latinae-1605)",yes,812.6,none ,yes,,,,
https://viaf.org/viaf/73701279/,nr90-2081,73701279,"Caesius Bassus, 1st cent","Rome, Italy",100 CE,30 CE,80 CE,Caesius Bassus ,none,C. Caesius Bassus,BAS.  ,none,none,Poeticae Species Lat. (sp.),,none,none,none,n.a.,n.a.,Keil (Grammatici Latini),yes," Keil (Grammatici Latini), Putschius (Grammaticae Latinae-1605)",yes,812.7,none,no,,,,
https://viaf.org/viaf/24719906/,,24719906,"Bebel, Heinrich, 1472-1508",,1500 CE,1472 CE,1508 CE,none,none,none,none,none,none,Facetiae,,none,none,none,n.a.,n.a.,none,n.a.,none,n.a.,none,stoa0053-stoa001,no,,,,
https://viaf.org/viaf/61539765/,n80-39744,61539765,"Bede, the Venerable, Saint, 673-735",England,700 CE-800 CE,673 CE,735 CE,none,none (not in list),none,none,Bed. / Beda,none,De Orthographia,,none,Beda Orth.,none,none,n.a.,Keil (Grammatici Latini),yes," Keil (Grammatici Latini), Putschius (Grammaticae Latinae-1605)",yes-we are having scanned,none,stoa0054-stoa001,no,,,"At some point if we go further into Latin, the identifiers for Bede will need to be revisited as the works we have our from our one volume scan from the Patrollogia Latina.",
https://viaf.org/viaf/61539765/,n80-39744,61539765,"Bede, the Venerable, Saint, 673-735",England,700 CE-800 CE,673 CE,735 CE,none,none (not in list),none,none,Bed. / Beda,none,De Locis Santis,,none,none,none,none,n.a.,none,yes,none,n.a.,none,stoa0054-stoa001a,no,,,,
https://viaf.org/viaf/61539765/,n80-39744,61539765,"Bede, the Venerable, Saint, 673-735",England,700 CE-800 CE,673 CE,735 CE,none,none (not in list),none,none,Bed. / Beda,none,De Metrica,,none,Bed. De Metris,none,none,n.a.,Keil (Grammatici Latini),yes," Keil (Grammatici Latini), Putschius (Grammaticae Latinae-1605)",yes-we are having scanned,none,stoa0054-stoa001b,no,,,,
https://viaf.org/viaf/61539765/,n80-39744,61539765,"Bede, the Venerable, Saint, 673-735",England,700 CE-800 CE,673 CE,735 CE,none,none (not in list),none,none,Bed. / Beda,none,Hymni Tredecim,,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0054-stoa002,no,,,Includes work De temporum ratione,
https://viaf.org/viaf/61539765/,n80-39744,61539765,"Bede, the Venerable, Saint, 673-735",England,700 CE-800 CE,673 CE,735 CE,none,none (not in list),none,none,Bed. / Beda,none,Elementa philosophiae,,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0054-stoa003,no,,,,
https://viaf.org/viaf/61539765/,n80-39744,61539765,"Bede, the Venerable, Saint, 673-735",England,700 CE-800 CE,673 CE,735 CE,none,none (not in list),none,none,Bed. / Beda,none,Epistola ad Albium / Epistolae,,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0054-stoa004,no,,,,
https://viaf.org/viaf/61539765/,n80-39744,61539765,"Bede, the Venerable, Saint, 673-735",England,700 CE-800 CE,673 CE,735 CE,none,none (not in list),none,none,Bed. / Beda,none,Epistola ad Ecgbertum episcopum,,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0054-stoa005,no,,,,
https://viaf.org/viaf/61539765/,n80-39744,61539765,"Bede, the Venerable, Saint, 673-735",England,700 CE-800 CE,673 CE,735 CE,none,none (not in list),none,none,Bed. / Beda,none,Historia Ecclesiastica,720 CE-731 CE,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0054-stoa006,no,,,,
https://viaf.org/viaf/61539765/,n80-39744,61539765,"Bede, the Venerable, Saint, 673-735",England,700 CE-800 CE,673 CE,735 CE,none,none (not in list),none,none,Bed. / Beda,none,Proverbia/Homiliae,,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0054-stoa007,no,,,,
https://viaf.org/viaf/61539765/,n80-39744,61539765,"Bede, the Venerable, Saint, 673-735",England,700 CE-800 CE,673 CE,735 CE,none,none (not in list),none,none,Bed. / Beda,none,Vita sancti Cuthberti,706 CE-707 CE,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0054-stoa008,no,,,,
https://viaf.org/viaf/61539765/,n80-39744,61539765,"Bede, the Venerable, Saint, 673-735",England,700 CE-800 CE,673 CE,735 CE,none,none (not in list),none,none,Bed. / Beda,none,Vita sanctorum abbatum,710 CE-720 CE,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0054-stoa009,no,,,,
https://viaf.org/viaf/61539765/,n80-39744,61539765,"Bede, the Venerable, Saint, 673-735",England,700 CE-800 CE,673 CE,735 CE,none,none (not in list),none,none,Bed. / Beda,none,De Temporibus,703 CE,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0054-stoa010,no,,,,
https://viaf.org/viaf/61539765/,n80-39744,61539765,"Bede, the Venerable, Saint, 673-735",England,700 CE-800 CE,673 CE,735 CE,none,none (not in list),none,none,Bed. / Beda,none,De Rerum Natura,701 CE,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0054-stoa011,no,,,,
